Steps
26
29
24
22
28
33
20
32
27
25
30
35
29
19
25
28
28
27
27
24
24
28
28
26
31
37
24
35
31
33
36
26
27
26
32
33
20
30
35
27
28
25
36
26
30
28
26
18
31
34
31
30
32
19
21
27
28
32
23
19
34
28
32
32
26
21
19
22
26
27
23
23
18
27
26
21
23
38
25
28
39
29
23
30
41
21
28
33
31
22
25
33
19
28
24
22
24
31
30
31
25
23
31
26
33
33
28
28
21
27
25
28
33
30
45
34
19
21
30
20
28
29
17
27
32
29
21
27
23
23
22
27
26
19
27
31
38
29
23
24
20
27
34
29
33
23
23
36
25
27
21
29
33
31
33
25
25
25
18
19
34
23
36
29
22
28
21
35
29
27
29
28
25
25
31
23
36
31
29
27
26
28
41
30
32
26
34
33
29
26
24
25
25
27
27
22
31
40
22
24
27
26
23
26
26
27
30
24
31
24
35
42
26
32
22
26
25
25
32
29
24
26
25
26
35
37
20
30
26
20
24
37
29
32
24
29
24
26
22
28
28
26
28
19
25
26
27
32
38
26
24
26
27
25
22
22
30
32
33
24
32
25
36
27
22
28
22
31
25
27
21
25
24
27
25
23
22
27
25
27
33
46
26
22
31
31
29
36
28
26
30
21
31
32
19
30
27
34
35
34
29
28
21
25
28
29
27
34
31
31
24
33
41
27
23
28
24
26
31
22
22
21
25
24
24
27
22
27
26
28
32
26
33
33
24
40
29
30
35
22
35
27
34
29
31
27
25
27
28
26
27
18
20
37
28
23
21
22
27
38
30
30
20
44
28
27
22
29
28
28
28
30
36
23
23
36
33
30
27
31
39
27
30
20
25
26
31
27
30
28
24
26
23
28
23
36
33
33
32
23
43
29
31
26
26
29
27
27
22
26
26
29
25
24
21
31
32
28
20
23
34
19
27
24
25
22
36
24
25
23
30
22
28
32
27
36
38
38
27
39
26
26
24
28
18
27
33
23
31
23
26
26
24
28
33
29
33
42
24
24
32
33
20
40
31
21
27
25
21
19
24
21
34
24
32
24
24
31
25
32
29
23
21
17
28
40
24
28
29
30
27
28
32
31
27
23
27
25
21
28
25
30
27
27
23
29
25
46
31
23
31
24
23
36
27
25
31
27
27
24
27
31
31
29
30
29
32
30
28
36
36
30
25
22
32
28
29
32
31
23
29
34
29
28
23
24
26
35
31
23
27
28
19
36
21
27
19
27
31
26
21
22
23
28
23
30
28
20
25
23
24
21
27
19
30
31
27
27
30
26
28
28
25
30
31
29
25
27
18
34
23
23
27
30
27
21
25
34
35
40
17
35
24
28
29
27
50
35
23
29
23
30
33
19
31
27
23
25
30
25
36
33
28
22
46
35
24
34
29
33
35
24
28
28
28
29
21
21
35
30
34
27
26
40
24
23
30
31
28
25
23
26
28
21
32
28
29
28
25
23
25
20
29
33
29
27
30
23
26
30
24
18
23
24
32
28
28
28
26
29
25
33
26
26
32
22
32
23
26
32
36
37
30
40
26
36
23
34
21
27
28
31
26
23
28
26
28
20
30
19
21
28
27
32
36
32
33
27
34
25
27
22
29
29
28
21
26
33
36
31
26
22
24
29
30
20
30
30
27
32
22
28
33
19
24
31
30
26
35
23
27
30
23
34
25
24
28
34
25
30
27
23
29
25
40
25
29
21
26
28
24
25
32
29
30
28
36
34
30
21
29
30
36
25
27
25
38
32
32
17
28
26
25
27
29
23
24
29
30
31
30
19
26
24
26
36
21
28
25
22
21
34
24
28
21
30
30
33
29
25
33
23
32
28
27
30
32
34
32
30
19
27
20
30
39
27
36
25
22
39
33
31
31
22
24
23
27
20
18
30
28
31
20
24
23
30
32
34
21
25
23
28
27
27
30
33
26
23
21
26
29
27
29
34
28
41
34
24
28
24
24
26
32
33
38
34
31
25
28
17
24
26
29
24
23
32
34
28
26
32
27
30
34
27
19
24
28
31
23
27
43
34
23
27
34
28
26
26
19
33
34
27
29
27
24
27
25
23
30
30
38
18
30
28
20
24
32
29
29
26
24
21
34
26
35
20
27
30
29
25
25
22
29
31
23
31
32
25
31
27
32
24
31
44
29
20
35
28
28
29
32
20
22
24
34
26
24
23
30
29
33
24
31
24
21
24
29
24
30
29
24
30
35
19
26
24
24
26
49
26
22
23
23
29
22
27
33
37
36
31
32
22
36
24
29
30
26
21
32
24
26
24
33
24
33
26
32
23
20
25
35
34
37
31
29
40
24
23
34
29
27
20
21
33
27
25
29
30
32
34
23
30
26
21
34
23
23
26
25
27
46
23
33
21
28
28
20
27
27
21
26
26
24
25
30
28
26
37
26
25
25
34
25
27
34
21
29
32
23
20
34
23
22
38
22
25
24
27
26
35
30
22
45
25
19
25
26
35
28
22
25
32
28
24
27
20
29
27
19
29
27
37
20
29
25
31
22
35
27
20
29
28
33
34
22
24
19
22
30
23
25
31
22
25
42
24
22
34
24
23
23
27
29
33
33
25
22
29
26
25
23
23
23
19
27
30
36
24
29
28
30
25
27
28
24
29
26
37
25
30
34
24
30
19
30
31
24
27
33
21
31
29
27
22
34
33
25
22
19
24
29
23
20
25
37
26
25
30
25
28
25
27
17
35
27
19
21
24
19
26
21
39
28
33
21
20
18
22
31
29
20
25
21
31
20
34
32
22
29
34
20
23
34
24
18
30
28
28
33
22
27
25
21
23
21
43
34
27
29
32
26
27
25
37
23
30
22
20
26
28
28
24
24
30
35
26
18
36
27
25
17
24
19
33
30
40
30
27
27
24
41
27
23
30
23
30
24
27
25
28
28
23
24
20
24
25
32
20
26
29
23
27
21
26
29
20
41
27
24
28
25
35
28
42
27
36
27
24
26
34
27
20
29
26
36
35
29
25
29
42
31
26
21
39
28
19
30
30
36
23
24
29
31
20
28
29
29
34
25
37
22
30
34
26
24
22
17
28
28
32
28
22
33
35
22
31
30
26
27
34
32
21
28
23
31
21
30
22
28
27
23
22
31
18
28
34
22
22
30
26
32
30
26
31
33
32
22
26
19
26
34
39
23
27
23
33
24
34
32
30
32
24
39
19
28
24
22
23
35
26
20
28
30
34
33
29
22
25
42
18
30
24
24
22
31
22
28
25
30
22
34
28
17
24
20
27
18
24
37
28
24
30
22
24
23
36
29
24
26
23
32
29
27
19
38
27
29
34
29
24
22
29
23
21
25
29
29
31
28
28
25
34
24
25
28
22
29
28
30
24
29
32
24
20
22
30
29
26
33
29
26
28
32
28
25
28
24
30
28
32
29
32
33
26
30
28
28
26
28
25
22
26
27
29
39
25
27
34
32
27
26
33
30
24
30
19
20
31
28
23
31
23
34
19
29
27
30
28
29
24
20
32
27
20
27
26
27
25
40
19
23
25
26
38
24
29
28
32
27
32
29
32
28
24
25
27
32
27
24
25
22
28
25
24
28
32
31
30
30
23
23
32
23
22
28
30
27
29
26
27
27
37
37
35
25
29
38
21
34
32
20
24
45
18
20
21
35
25
31
27
29
28
36
27
30
23
22
28
30
27
33
26
36
23
24
37
43
21
33
35
23
26
34
24
19
26
29
24
28
34
26
24
29
38
25
27
36
28
24
24
36
24
41
21
31
30
31
29
32
25
28
20
35
27
32
25
34
32
32
25
34
22
24
32
27
30
34
18
18
27
31
31
32
41
32
28
31
28
23
35
27
25
32
27
30
26
34
21
32
28
27
23
24
27
18
33
22
30
31
25
43
28
24
39
24
22
30
20
26
36
21
39
21
25
28
30
20
31
36
32
38
30
34
36
23
30
32
37
35
28
24
27
31
31
25
41
22
28
31
23
20
34
36
26
30
28
26
24
27
27
27
29
22
27
29
29
28
22
28
34
26
33
36
20
25
28
34
32
34
30
26
25
26
26
23
27
24
27
34
31
37
21
31
30
32
31
32
32
25
26
26
18
24
29
25
20
32
16
34
30
23
29
29
30
23
24
29
29
29
30
24
28
26
32
28
28
46
23
29
27
26
29
23
30
28
24
18
35
24
26
28
25
33
29
32
41
24
33
22
31
28
21
24
29
32
26
22
31
29
31
29
31
20
24
23
32
31
27
29
32
29
27
21
35
34
20
28
34
32
24
34
27
24
23
24
24
28
31
27
18
26
29
30
29
32
20
23
39
34
22
27
29
27
30
23
31
27
28
30
23
35
25
26
29
26
27
24
24
25
27
19
24
33
22
26
30
28
24
20
30
32
26
28
30
23
28
21
22
21
36
34
21
22
24
29
31
28
23
33
31
28
29
23
29
48
25
24
30
21
21
24
33
26
29
40
31
21
27
31
25
42
27
26
20
25
36
28
19
36
28
24
32
21
27
29
32
23
29
30
32
23
26
30
27
21
25
47
26
37
25
28
32
28
28
33
25
35
31
23
30
32
27
25
24
31
31
35
33
30
29
31
29
25
24
16
27
32
33
38
23
25
34
20
34
22
40
41
23
31
27
22
27
31
27
33
26
29
29
38
31
22
37
21
31
19
21
30
26
20
24
29
21
19
31
35
21
24
30
35
27
21
28
26
29
28
30
36
22
31
26
23
25
20
21
30
33
33
33
28
22
28
26
26
22
24
28
33
29
25
26
23
20
42
26
21
29
21
24
25
19
20
26
24
25
37
28
25
21
26
27
27
23
22
33
21
28
28
22
30
21
34
20
34
21
33
35
26
33
27
20
33
28
28
28
36
31
25
30
30
32
23
31
30
25
24
29
27
24
35
21
26
25
31
20
32
32
30
27
42
28
28
22
30
37
31
31
27
32
34
25
20
24
25
25
28
22
32
23
27
26
33
26
33
30
24
41
29
35
25
26
46
22
23
28
20
33
28
32
26
24
38
27
21
23
21
28
24
32
27
28
34
25
26
22
33
28
34
26
24
22
27
30
26
30
25
22
22
25
31
27
30
27
27
28
34
