,0,1,2,3,4,5,6,7,8,9
0,53,8,4,0,0,13,1,0,20,1
1,1,64,28,0,0,0,0,0,2,5
2,0,16,71,9,0,0,0,3,1,0
3,2,0,7,85,0,0,0,3,2,1
4,0,0,0,0,93,1,0,0,5,1
5,3,0,0,0,0,74,16,0,0,7
6,7,0,0,0,0,13,77,0,3,0
7,3,0,6,7,0,0,0,84,0,0
8,4,0,0,0,0,1,1,0,94,0
9,1,1,0,0,0,0,5,0,7,86
