,0,1,2,3,4,5,6,7,8,9
0,29,1,0,7,7,0,27,21,8,0
1,0,55,30,0,0,0,0,14,1,0
2,0,20,57,0,0,0,0,21,0,2
3,0,0,0,52,0,6,0,42,0,0
4,0,1,1,0,76,0,0,6,1,15
5,0,0,0,7,0,58,2,5,3,25
6,5,0,0,0,0,0,85,3,1,6
7,0,0,0,2,0,0,0,93,0,5
8,5,4,4,0,5,10,5,6,56,5
9,0,0,0,0,0,3,1,14,0,82
