,0,1,2,3,4,5,6,7,8,9
0,70,1,0,3,0,0,3,21,1,1
1,0,74,4,0,0,0,1,20,0,1
2,0,1,81,0,1,0,0,17,0,0
3,0,0,1,63,0,0,0,36,0,0
4,1,0,0,0,86,0,8,4,0,1
5,2,0,0,0,1,89,0,5,0,3
6,1,0,3,2,1,0,86,7,0,0
7,0,0,1,0,0,0,0,99,0,0
8,0,0,0,0,1,2,5,19,72,1
9,3,0,0,0,0,1,1,13,0,82
