,0,1,2,3,4,5,6,7,8,9
0,97,0,0,0,0,0,2,0,0,1
1,0,94,5,0,1,0,0,0,0,0
2,1,3,92,2,1,0,0,1,0,0
3,0,1,1,93,0,4,0,0,1,0
4,0,1,0,0,97,1,0,0,0,1
5,0,0,0,1,0,92,4,0,0,3
6,3,0,0,0,0,1,96,0,0,0
7,0,0,0,0,0,0,0,100,0,0
8,0,0,0,1,0,0,0,0,99,0
9,0,1,0,1,0,2,0,0,0,96
