,0,1,2,3,4,5,6,7,8,9
0,99,0,0,0,0,0,0,0,0,1
1,0,96,4,0,0,0,0,0,0,0
2,0,1,96,1,1,0,0,1,0,0
3,0,1,1,98,0,0,0,0,0,0
4,0,0,0,0,100,0,0,0,0,0
5,0,0,1,0,0,96,1,0,0,2
6,0,0,0,0,0,0,100,0,0,0
7,0,0,0,0,0,0,0,100,0,0
8,0,0,0,1,0,0,0,0,99,0
9,0,1,0,1,0,0,0,0,0,98
