,0,1,2,3,4,5,6,7,8,9
0,98,0,0,0,0,0,2,0,0,0
1,0,98,2,0,0,0,0,0,0,0
2,0,1,99,0,0,0,0,0,0,0
3,0,0,0,100,0,0,0,0,0,0
4,0,0,0,0,100,0,0,0,0,0
5,0,0,0,0,1,99,0,0,0,0
6,1,0,0,0,0,0,97,0,2,0
7,0,0,0,0,0,0,0,100,0,0
8,0,0,0,0,0,0,0,0,100,0
9,0,0,0,0,0,0,0,0,0,100
