,0,1,2,3,4,5,6,7,8,9
0,96,0,0,1,0,0,2,0,0,1
1,0,91,8,0,0,0,0,1,0,0
2,1,9,90,0,0,0,0,0,0,0
3,0,1,0,96,0,1,1,0,0,1
4,0,0,0,0,100,0,0,0,0,0
5,0,0,0,0,0,92,3,3,0,2
6,1,0,0,0,0,1,98,0,0,0
7,0,1,0,0,0,0,0,97,0,2
8,0,0,0,1,0,0,0,0,99,0
9,0,1,0,3,0,1,1,0,0,94
